"nsamp","SRS_means","SRS_SE","Grid_means","Grid_SE","CLHS_means","CLHS_SE","kmn_means","kmn_SE","k_area_means","k_area_SE","k_bias_means","k_bias_SE","k_even_means","k_even_SE","k_neyman_means","k_neyman_SE","p_even","p_even_SE","p_bias_means","p_bias_SE","p_even_means","p_even_SE","p_neyman_means","p_neyman_SE"
27,1.9674472951567,0.113950105705801,1.97899729302522,0.12325714448657,1.98876994017094,0.125928967361751,1.97926267108262,0.1241512665812,1.97113592389092,0.118905816009331,1.96465813447293,0.108282910464364,1.99214222582345,0.114602985600062,1.97033877220187,0.113142025486863,1.97640219474969,0.117016502538623,1.95670098846154,0.111653980960061,2.00632399334651,0.115501471465251,1.96263348595849,0.116391767747164
28,1.9548492002442,0.112324479419171,1.96125624212425,0.117659419950959,1.96861949491249,0.118032113265669,1.97697254884005,0.111780229504671,1.99294872466422,0.126278758053574,2.00067679848568,0.128864468773814,1.97754740330232,0.115486641667776,1.97923042464879,0.117464504188953,1.96216789173789,0.10745510879089,1.97118724562475,0.111672990044402,1.97314421018062,0.101922001946792,1.94199380678708,0.102329960453772
29,1.98306155810983,0.112277876783593,1.96520756450073,0.118696913561504,1.95799624977194,0.102000376194211,1.96080956247456,0.106943223569188,1.96879346991366,0.113168269935557,1.99406156877605,0.123327387688042,1.97904214477285,0.108999325471099,1.96170842373654,0.110438829536266,1.96851001557286,0.116931028223052,1.98216917496807,0.113432637480952,1.97931040448823,0.10630048818879,1.96959841871921,0.110888356632158
30,1.99780047947455,0.11715542388955,1.97874524396437,0.115218863061851,1.9683445771757,0.111662221335211,1.96749790804598,0.114325279534108,1.97524531519148,0.114542322678018,1.99714868883415,0.10972617656211,1.9832661385696,0.10060169956005,1.93778357492452,0.102119732650778,1.96580956581387,0.0993944035286071,1.9872546954023,0.123001489386918,1.98264256896552,0.103554885962204,1.95013686948461,0.107083957520076
31,1.99314582906934,0.116004906656286,1.98054656752332,0.128520979430721,1.96734683092325,0.114402729150171,1.96044436994809,0.111278348683829,1.97569283534946,0.113347160299147,1.96642707259389,0.0966576241429793,1.9821006306331,0.0984085106337633,1.96209971711624,0.0994054888650761,1.97809813642473,0.113522413039103,1.99673091434928,0.120337594466368,1.96811933880679,0.0962804123524009,2.00189186491935,0.125665222777308
32,1.9832531780914,0.115190663015176,1.95966347069258,0.106934047135951,1.97779589826659,0.115551559796083,1.96686975739247,0.113955063479729,1.97483588172043,0.108709886179995,1.95805584879032,0.100114763933004,1.97608158365262,0.0992388405282736,1.96035124938905,0.102703981034821,1.96588600910734,0.107001568778871,1.98636825324435,0.112836356170093,1.97033784683452,0.100508228405228,1.96083294959677,0.105955958999815
33,1.96200213373656,0.101452588732692,1.96747753533508,0.100136885951735,1.95995112657793,0.112178079565686,1.97950265304252,0.110459213535269,1.97824320020053,0.113096268051023,1.95912198710899,0.0980434175544708,1.98959472036542,0.111486580369154,1.94998664686476,0.093888578637634,1.97249870320856,0.106934254270718,1.97408366462897,0.109509472478189,1.97539418699071,0.101974426012295,1.96553567725404,0.104104124093565
34,1.9858496535205,0.108496719862455,1.97399533464798,0.109167975027756,1.98048032865419,0.104901689984662,1.96243371275783,0.0932928682294534,1.97213705627706,0.106310416202572,1.9825767806085,0.112268075090881,1.97251647284823,0.092608625882303,1.95795284759358,0.107180593655527,1.98128716297428,0.113269378814676,1.98296946906805,0.0982481476204483,1.98643659612936,0.106029049525666,1.95328390430036,0.0970390365112339
35,1.97427305011777,0.105118483325388,1.9645095927148,0.104360629952121,2.00310052791571,0.124905248051801,1.96445976215941,0.097281479895617,1.96544322759104,0.0952456950783154,1.9943698247549,0.103620358756191,1.96436256633563,0.0973075145837315,1.96949860454993,0.0999879354974515,1.95816649146932,0.106156874670323,1.99248356784759,0.107315733513514,1.98624459186402,0.0954897065489244,1.97781233483483,0.100795935614609
36,1.96024804456328,0.100233277240525,1.97140126808082,0.104997239618391,1.98744301260504,0.106403666330058,1.96045180417622,0.0990890386164221,1.97163920261438,0.107786678241218,1.96423635540277,0.0967644536889342,1.99319289198179,0.0953794807811486,1.96927208451308,0.0909472588759302,1.9573186503268,0.103417527682355,1.97201646982429,0.0962603620823443,1.95342264968487,0.0918803542050289,1.97115275669023,0.102274056603822
37,1.96339380948596,0.102821284349172,1.96503627037105,0.0948413563124038,1.97888588896459,0.102988319749482,1.96886991248391,0.0985401178306804,1.97098316636185,0.0982220501361375,1.96413355169455,0.0984126587619782,1.98635229196906,0.0989198192052482,1.96671553066224,0.100816836120486,1.96313482331956,0.100529483357593,1.97452252018023,0.0995878821353015,2.00393678405908,0.10791357571309,1.97639369329856,0.100284773429564
38,1.97075052987198,0.103208261473524,1.97678078238931,0.104959679299797,1.96944463647858,0.103924474079996,1.98849160463095,0.104405881261796,1.95866235562486,0.100571122781548,1.97234749121591,0.10191208104607,1.97538241081567,0.0891563308029438,1.96499785935733,0.0923350622296386,1.96881618120144,0.101384375495303,1.97491322905323,0.0996084718346509,1.97282243208593,0.0961248514330607,1.95415943295522,0.0984129104551685
39,1.97272714811978,0.10971657684214,1.96570940384212,0.101466849217718,1.97577113235705,0.107540881629686,1.96397362466718,0.101779172669617,1.99140359494109,0.110777692484813,1.952980865722,0.0966882452349627,1.98061516982468,0.0934629070596522,1.95462398110661,0.0905220343724762,1.98361056357977,0.104528357992124,1.981272398907,0.101721762406119,1.97183389014115,0.0890115680883024,1.9699006717274,0.101701805390445
40,1.96499080499325,0.0962533902151178,1.96063482131861,0.10005104454413,1.96601411574935,0.09949939616387,1.98420640047233,0.102938891849044,1.96064599156545,0.0873083977361708,1.97427685155196,0.0971315450132206,1.95607422657475,0.0896116714511763,1.9606567090369,0.0945564908468301,1.96521425947405,0.0929838090909754,1.97906190377321,0.0937203905619721,1.97403561388919,0.0922080981646429,1.95181933014767,0.0941517001514515
41,2.0030742170024,0.109203581796959,1.96173372798354,0.0941526192444539,1.98493884309272,0.101561571563114,1.95383097767808,0.0939232538187927,1.95745609083802,0.0927389425353926,1.97216503633561,0.0907109413407652,1.97150588446949,0.0909341947127251,1.97648399131153,0.0961985541513032,1.97576661147592,0.10325162366419,1.98136342039668,0.0997231911700763,1.98251598995149,0.0984863597864959,1.96108772009292,0.0950592501717212
42,1.9895601087945,0.103883179871098,1.96910383045617,0.0922939081502113,1.97527162505584,0.0983693315213593,1.96102996070011,0.101770497641295,1.96283407183061,0.0924603660828485,1.99218991458948,0.101377812383275,1.99161912380093,0.0944708781390113,1.97747309030197,0.0953297585991466,1.97809333235058,0.0971781396186201,1.97612068355222,0.095323316479061,1.96443078476553,0.0878349141080031,1.98467378413419,0.105530921073594
43,1.97357111453016,0.0991228960739703,1.98064786289367,0.10124813579508,1.97647072818923,0.0975590926872078,1.99365095826182,0.109188450983093,1.9842828664685,0.0951577146132134,1.98407806805598,0.0985034815578325,1.97731696994866,0.0892325954252018,1.97135616047457,0.0937854367099514,1.96270491653837,0.0922892821643127,1.96636582980973,0.091415132090021,1.97105433131984,0.0829620612660635,1.96622779008319,0.0931226331851785
44,1.98275149005041,0.0961213029477421,1.97418748970196,0.0991110344396848,1.95873171280506,0.0864117499732751,1.98450964202228,0.0959917350729004,1.97987903225698,0.0987354207889329,1.9713254083027,0.0893903212812599,1.98387945553542,0.0934360292679533,1.96677872988005,0.0902738716106461,1.95679754626854,0.0886261479059712,1.99541026038482,0.0979791295104184,1.96496273091379,0.0856218542174699,1.97141298374544,0.0983668982426463
45,1.97838270616464,0.0974810748210902,1.96987317862074,0.0973581180645409,1.97238675561301,0.0953450816030556,1.94630224041075,0.0887119257363778,1.9596399828722,0.0935200600979775,1.97953199107434,0.0920416949192287,1.98060292031612,0.0883631594305387,1.9622832114982,0.0893263211905526,1.98169099165569,0.0938652192252338,2.0154438165833,0.107187830996129,1.98026430756066,0.0867858718872253,1.96263232569885,0.0885206800385603
46,1.98271035079307,0.0990054645583376,1.97439409623571,0.0951814889067153,1.97716284497145,0.0974532519842679,2.00291118344406,0.111879866638663,1.97767269822181,0.0886425291880281,1.96235591882278,0.0893121340984145,1.96601786459277,0.0834681156804299,1.97215186921481,0.088177143674975,1.9628551409189,0.0921934196129833,1.95962336147113,0.0910781195888053,1.97221663134669,0.0811101866646511,1.96564471238285,0.0843463288338705
47,1.97729681108028,0.0967717891087093,1.98069291697354,0.099079889928654,1.95385504125436,0.0879129043620666,1.96873626520524,0.0896205600908296,1.97998414066194,0.0926005488176318,1.95996753530681,0.0855624702897773,1.97400323142412,0.0884656566985484,1.9498545309442,0.0861179183718674,1.95852067533919,0.0865134711662447,1.97657303481952,0.0933059218133146,1.97356467352972,0.0826595977092888,1.94879607625372,0.0850934579207423
48,1.99240572458629,0.0982894638598555,1.98223790182109,0.10277106575593,1.96098047986689,0.0884675291595961,1.97557969669989,0.0962795015929691,1.96672934636192,0.0960941575817845,1.97097644548777,0.0815055374901263,1.97222620550731,0.0837442202060602,1.96266560611317,0.0829914718804179,1.97616315443021,0.0935943665874545,1.9762605619668,0.0870582499599613,1.9980345580286,0.0867602513193584,1.95698899549737,0.0850465705957928
49,1.97957729483283,0.0915772755525801,1.96006526429784,0.0866717125567021,1.96897359039774,0.0943846025054808,1.97439201553031,0.0954766866837631,1.97113194528875,0.0937579550394411,1.97303591872526,0.0874373743653112,1.97710153181562,0.0887204207753265,1.98314405975665,0.0931193866004945,1.96349762836518,0.0871038784520441,1.96584114418234,0.0898286982227836,1.97901197861485,0.0867936404051624,1.95872129098702,0.0828856278997105
50,1.99046977408091,0.0954204362096968,1.96703612265935,0.089704424084484,1.9711861622449,0.0936984158564332,1.98277060251122,0.0974964305836684,1.97950579070628,0.0947890870077512,1.97242012412527,0.0853219218252003,1.97236604308269,0.0827184997803535,1.96618610238095,0.0853370365739872,1.97420404114646,0.0888931303441604,1.97180858166648,0.0920036405425897,1.98009114769142,0.0815240605420184,1.96836062277847,0.0850909259808084
51,1.98228813983593,0.0878755736209223,1.98267244799425,0.0930046448360127,1.97903922945178,0.0913760267271773,1.98094506826731,0.0976726542954823,1.982873852501,0.0901276881396847,1.97609241277126,0.0854756391821529,1.98559940995755,0.0839191603725739,1.97658047273371,0.0895272839610953,1.99012473688475,0.103103530184457,1.96718564907963,0.0826456567669249,1.98224865284884,0.0858241466263183,1.96234680346908,0.0873602041081116
52,1.96181108170234,0.0876718935383896,1.98360678740538,0.0979737100899909,1.97507929898729,0.0924917649888377,1.9769759788931,0.0915712205595346,1.96343247121432,0.0833141728028557,1.98324533588036,0.0875955020503785,1.97118260087205,0.0794433294342527,1.96839948612368,0.0885921457904812,1.96869419469535,0.0930784269689445,1.96580497898852,0.0802393932259632,1.95408133720352,0.0762712638061796,1.95940202069751,0.0849861626156762
53,1.99030168846012,0.0961553339688749,1.96776862464765,0.0872694478564324,1.96299180504568,0.0873856851905643,1.96031361453504,0.0827258747902187,1.96728247075899,0.0864226504411746,1.98085691880026,0.0900958249272324,1.98029936476033,0.0805441648008057,1.98549960439524,0.09025171397195,1.9782722890549,0.0924061764621731,1.98206496670271,0.0870832718995291,1.97792725613171,0.0816572657550844,1.95858683730549,0.0788957572106229
54,1.98279784701867,0.0854887871837986,1.98529604258167,0.0933006640410436,1.99501585051905,0.0937494179613965,1.98070078888791,0.0886258080210564,2.00053104307971,0.0985458262168483,1.97841973634075,0.0914431216752863,1.97190722146138,0.0807741131972944,1.95722906879895,0.0790362568786157,1.96855733899656,0.0833967638892863,1.97717362044489,0.0875174323219021,1.97503626986763,0.0787599790673799,1.97560255564858,0.084696220926255
55,1.98716733329913,0.0907502300752837,1.98231683245268,0.0908489071743838,1.9746433789467,0.0881728287370963,1.97275429589017,0.0871169601717658,1.96795131004041,0.0884375325170797,1.96283877915097,0.0841717007448028,1.95379284512949,0.0720541459126726,1.97120652561781,0.0845733634220131,1.97255041027596,0.0890497161955192,1.97869174390808,0.0874412697965443,1.97652759572961,0.0760314955446159,1.96173653137621,0.0802090536669552
56,1.99440392314883,0.101325567600887,1.98405522711067,0.0877578531255513,1.97787590810622,0.0894017892176729,1.97277469644332,0.0878865051957978,1.96128969644439,0.0856079804385759,1.96233270701852,0.0829538646795838,1.986835101511,0.078014536338899,1.96802098635478,0.082204254251631,1.97483628012582,0.0872202941860015,1.96611630023732,0.0868523887238829,1.97895488630377,0.0818258350867408,1.96874681851092,0.0858923955090329
57,1.98233283351054,0.0935284276707007,1.97318557669698,0.0871878529644587,1.96034985961509,0.0811669321904474,1.96499661297182,0.0810523159010092,1.97710074846206,0.084327736451068,1.99095358045999,0.090850677008078,1.97982338560151,0.0787737179650659,1.96916394953685,0.0811901412334995,1.97374044257107,0.0803798170394137,1.97646776362177,0.0849552419933512,1.98673718115113,0.0758561793332606,1.96331729520422,0.0804937116605282
58,1.95919606836448,0.0784612251838275,1.97767802387249,0.0850419508951337,1.98333698012992,0.0941295690470469,1.98047141118247,0.0864019844002886,1.96611916029974,0.0837279858927136,1.97027065491105,0.0825179216122195,1.98027443763778,0.0798110875568846,1.9518832674578,0.0797744743895596,1.97221456068201,0.0859572422837373,1.95950798678929,0.0811643550734578,1.98639780954981,0.0814549313075972,1.97468579590414,0.0829949044060333
59,1.9635573716198,0.0818908019606623,1.96382749014591,0.0828937625837066,1.99550505426885,0.0903184814002804,1.97047464066015,0.0846586965089744,1.96524553474935,0.0835239269277919,1.97535421571902,0.0827961247910677,1.96870364683113,0.0725035899849529,1.97175970528161,0.086213831414732,1.96439364000665,0.079953255573275,1.99047073006157,0.0890421419427207,1.97978760365481,0.0775689030321788,1.96480418729778,0.0794176614913538
60,1.97015073815456,0.0779622521304368,1.98127339649899,0.0835374049869082,1.98966496481487,0.0875443293934179,1.96557755036554,0.080326508179457,1.9794764019246,0.0843435845863599,1.97642294142648,0.0807565960813083,1.96984820353741,0.0726526483139071,1.97938490094025,0.0834130914536872,1.9739416819899,0.0856392975189843,1.98483936069499,0.0834297993328618,1.97785193592763,0.0799782854556521,1.96972211298569,0.0869213426810903
61,1.97619621371358,0.0827586246630735,1.96951915397174,0.0850602522893722,1.98048801866579,0.0851020588550847,1.9730438993125,0.0808024067676777,1.96605723259175,0.0842154175224959,1.97230565163216,0.0810143339088493,1.97155265201065,0.0722530113262166,1.96996395032073,0.0814483930687673,1.96523072607653,0.080074126227147,1.98344302561342,0.0848560586887505,1.97020138932296,0.0729369699016114,1.97541056477225,0.0790593436546212
62,1.96452016653521,0.0824814103606705,1.97420753560887,0.082915966894215,1.98066923420335,0.0792625988671043,1.97251727407105,0.0819894478045167,1.99508746766874,0.0931887210478135,1.97683771547204,0.0804826711627363,1.97593727744734,0.0745833727725395,1.96108829950232,0.0760707418029577,1.96362646360249,0.0735076138655423,1.98134043974371,0.0821773061366155,1.98411671025496,0.0753595973900869,1.97258435311794,0.0832895777347843
63,1.97015477882703,0.0796002957916062,1.98469254692751,0.0850801119180463,1.9718303365818,0.0809481766309296,1.95806565008016,0.0790334580268337,1.99638602803301,0.0912625919815546,1.97026617302447,0.0830197385428328,1.99259312074496,0.076761272750082,1.97211228816952,0.0773511443330986,1.96546298815321,0.0816782033676054,1.9749053901813,0.0862394480507058,1.96345986357416,0.0719398820666351,1.97452911704985,0.080754839617881
64,1.96581076801663,0.083027013359476,1.97022934830359,0.077001872867693,1.96821043880448,0.0757963203708885,1.98111298451866,0.0817113923986829,1.96979991496194,0.083676243878002,1.97061279115044,0.077766790398465,1.98325684534104,0.0752333942688459,1.96327652095777,0.0781527120665456,1.98093091669621,0.0814625969240972,1.98503360267254,0.0813985042449042,1.98673109294256,0.0781093232451676,1.97254318973548,0.0799467066111001
65,1.97806812464675,0.0840581755749385,1.97040296822285,0.0832314650552724,1.96721790730238,0.083799269261102,1.96227063547395,0.0754987882048793,1.9761680397762,0.0813094831393624,1.96863433785424,0.0764047880473056,1.97889078435553,0.0734328686977321,1.96362880708564,0.0738580093749236,1.96579123236833,0.0803440480119831,1.97337367796056,0.0799793771563597,1.9624588385445,0.0671454391130837,1.96993937291906,0.0808887568204566
66,1.97261888126725,0.0814347802593302,1.9748762963779,0.0808534668673277,1.97887470078879,0.0832888880411033,1.97610565313946,0.0792775118212344,1.97442681959138,0.0839720833918361,1.97770847581585,0.0763820257968512,1.9595221231162,0.0704834015152237,1.97440165144195,0.0785554152677759,1.98370585818348,0.0845042738525749,1.97727645395924,0.0823109664554601,1.98942605233463,0.0746280231372349,1.9699981067482,0.0731843216956814
67,1.95596301592127,0.0732989486798322,1.97518118010638,0.0804339747064148,1.97005030625826,0.0802441618427972,1.96277432238486,0.0733840996286054,1.97542210091644,0.0841420348143915,1.97287151779155,0.0755610878146999,1.99597645901276,0.0727976390529749,1.96700986192399,0.0789644267129486,1.97603226286214,0.0824475789865145,1.97685843919165,0.0810665252309918,1.97376327731621,0.0707700822028154,1.96134220291197,0.0734685936465424
68,1.99341810555501,0.0862127180959113,1.97349668053167,0.0792987454142169,1.96420143343546,0.0786972288163766,1.97084091868591,0.0792918518538517,1.9614173371737,0.0737141868677065,1.9826834663473,0.0782776703789536,1.97372340928623,0.0741039823024913,1.97098472314706,0.0783977449929845,1.99353501477153,0.0849551426556619,1.97645407825439,0.080941185186452,1.96167660982165,0.0689837994410203,1.97150744336212,0.074493654240835
69,1.97598312090074,0.0792622668609728,1.97693845347241,0.0787775523231236,1.97369884333457,0.0794729645867858,1.96864673508475,0.0732256094178555,1.96050298786815,0.0748414701678741,1.97442028184894,0.0766451703104758,1.99122219650195,0.0762729059345396,1.97424180863536,0.0768437298339644,1.97775748577868,0.0824649425663112,1.9904479265987,0.0820663280064195,1.982966962578,0.0748197038473303,1.96520484854682,0.0785301770624065
70,1.96083312684022,0.0758752672693276,1.97710889820442,0.0797665272439017,1.98186551110112,0.0826382417374284,1.97487691801678,0.0804261832820788,1.97247543888795,0.0793760075785172,1.97568982104094,0.0791959174963609,1.96393292078585,0.0698075296495086,1.97171076872463,0.0775079225509867,1.97269145880852,0.0798011248804484,1.97947544281614,0.0781708138018334,1.98136280707577,0.070856606750309,1.96445171659952,0.0749945579924151
71,1.97552355459872,0.0831927080162668,1.96811727742516,0.0760496154459931,1.97773719928951,0.0793103066900268,1.9640533882182,0.0747120812742402,1.97704602463631,0.0773534644806615,1.97518318566991,0.0780450700434464,1.98273878071206,0.073028171667874,1.97832729395403,0.0760973462260865,1.97403182627157,0.0825109072045465,1.98396853875398,0.0764207752959683,1.96592326991244,0.0654980394016853,1.98144826935409,0.0788337842251828
